date1,state,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
30/01/2020,Kerala,1,0,0,0,1
31/01/2020,Kerala,1,0,0,0,1
01/02/2020,Kerala,2,0,0,0,2
02/02/2020,Kerala,3,0,0,0,3
03/02/2020,Kerala,3,0,0,0,3
04/02/2020,Kerala,3,0,0,0,3
05/02/2020,Kerala,3,0,0,0,3
06/02/2020,Kerala,3,0,0,0,3
07/02/2020,Kerala,3,0,0,0,3
08/02/2020,Kerala,3,0,0,0,3
09/02/2020,Kerala,3,0,0,0,3
10/02/2020,Kerala,3,0,0,0,3
11/02/2020,Kerala,3,0,0,0,3
12/02/2020,Kerala,3,0,0,0,3
13/02/2020,Kerala,3,0,0,0,3
14/02/2020,Kerala,3,0,0,0,3
15/02/2020,Kerala,3,0,0,0,3
16/02/2020,Kerala,3,0,0,0,3
17/02/2020,Kerala,3,0,0,0,3
18/02/2020,Kerala,3,0,0,0,3
19/02/2020,Kerala,3,0,0,0,3
20/02/2020,Kerala,3,0,0,0,3
21/02/2020,Kerala,3,0,0,0,3
22/02/2020,Kerala,3,0,0,0,3
23/02/2020,Kerala,3,0,0,0,3
24/02/2020,Kerala,3,0,0,0,3
25/02/2020,Kerala,3,0,0,0,3
26/02/2020,Kerala,3,0,0,0,3
27/02/2020,Kerala,3,0,0,0,3
28/02/2020,Kerala,3,0,0,0,3
29/02/2020,Kerala,3,0,0,0,3
01/03/2020,Kerala,3,0,0,0,3
02/03/2020,Telangana,1,0,0,0,1
02/03/2020,Kerala,3,0,0,0,3
02/03/2020,Delhi,1,0,0,0,1
03/03/2020,Telangana,1,0,0,0,1
03/03/2020,Rajasthan,0,1,0,0,1
03/03/2020,Kerala,3,0,3,0,3
03/03/2020,Delhi,1,0,0,0,1
04/03/2020,Uttar Pradesh,6,0,0,0,6
04/03/2020,Kerala,3,0,3,0,3
04/03/2020,Haryana,0,2,0,0,2
04/03/2020,Delhi,1,0,0,0,1
04/03/2020,Telangana,1,0,0,0,1
04/03/2020,Rajasthan,1,14,0,0,15
05/03/2020,Delhi,2,0,0,0,2
05/03/2020,Haryana,0,2,0,0,2
05/03/2020,Kerala,3,0,3,0,3
05/03/2020,Rajasthan,1,14,0,0,15
05/03/2020,Telangana,1,0,0,0,1
05/03/2020,Uttar Pradesh,7,0,0,0,7
06/03/2020,Delhi,3,0,0,0,3
06/03/2020,Haryana,0,2,0,0,2
06/03/2020,Kerala,3,0,3,0,3
06/03/2020,Rajasthan,1,14,0,0,15
06/03/2020,Uttar Pradesh,7,0,0,0,7
06/03/2020,Telangana,1,0,0,0,1
07/03/2020,Kerala,3,0,3,0,3
07/03/2020,Uttar Pradesh,7,0,0,0,7
07/03/2020,Ladakh,2,0,0,0,2
07/03/2020,Telangana,1,0,0,0,1
07/03/2020,Tamil Nadu,1,0,0,0,1
07/03/2020,Delhi,3,0,0,0,3
07/03/2020,Haryana,0,2,0,0,2
07/03/2020,Rajasthan,1,14,0,0,15
08/03/2020,Ladakh,2,0,0,0,2
08/03/2020,Telangana,1,0,0,0,1
08/03/2020,Tamil Nadu,1,0,0,0,1
08/03/2020,Rajasthan,1,14,0,0,15
08/03/2020,Kerala,8,0,3,0,8
08/03/2020,Haryana,0,2,0,0,2
08/03/2020,Delhi,3,0,0,0,3
08/03/2020,Uttar Pradesh,7,0,0,0,7
09/03/2020,Ladakh,2,0,0,0,2
09/03/2020,Karnataka,1,0,0,0,1
09/03/2020,Kerala,9,0,3,0,9
09/03/2020,Maharashtra,2,0,0,0,2
09/03/2020,Punjab,1,0,0,0,1
09/03/2020,Rajasthan,1,14,0,0,15
09/03/2020,Tamil Nadu,1,0,0,0,1
09/03/2020,Telangana,1,0,0,0,1
09/03/2020,Jammu and Kashmir,1,0,0,0,1
09/03/2020,Uttar Pradesh,7,0,0,0,7
09/03/2020,Haryana,0,2,0,0,2
09/03/2020,Delhi,4,0,0,0,4
10/03/2020,Uttar Pradesh,7,0,0,0,7
10/03/2020,Ladakh,2,0,0,0,2
10/03/2020,Delhi,4,0,0,0,4
10/03/2020,Haryana,0,2,0,0,2
10/03/2020,Karnataka,4,0,0,0,4
10/03/2020,Kerala,15,0,3,0,15
10/03/2020,Maharashtra,5,0,0,0,5
10/03/2020,Punjab,1,0,0,0,1
10/03/2020,Rajasthan,1,14,0,0,15
10/03/2020,Tamil Nadu,1,0,0,0,1
10/03/2020,Telangana,1,0,0,0,1
10/03/2020,Jammu and Kashmir,1,0,0,0,1
11/03/2020,Maharashtra,2,0,0,0,2
11/03/2020,Delhi,5,0,0,0,5
11/03/2020,Haryana,0,14,0,0,14
11/03/2020,Kerala,17,0,3,0,17
11/03/2020,Rajasthan,1,2,0,0,3
11/03/2020,Telangana,1,0,0,0,1
11/03/2020,Uttar Pradesh,9,0,0,0,9
11/03/2020,Ladakh,2,0,0,0,2
11/03/2020,Tamil Nadu,1,0,0,0,1
11/03/2020,Jammu and Kashmir,1,0,0,0,1
11/03/2020,Punjab,1,0,0,0,1
11/03/2020,Karnataka,4,0,0,0,4
12/03/2020,Delhi,6,0,0,0,6
12/03/2020,Haryana,0,14,0,0,14
12/03/2020,Kerala,17,0,3,0,17
12/03/2020,Rajasthan,1,2,0,0,3
12/03/2020,Telangana,1,0,0,0,1
12/03/2020,Uttar Pradesh,10,1,0,0,11
12/03/2020,Ladakh,3,0,0,0,3
12/03/2020,Tamil Nadu,1,0,0,0,1
12/03/2020,Jammu and Kashmir,1,0,0,0,1
12/03/2020,Punjab,1,0,0,0,1
12/03/2020,Karnataka,4,0,0,0,4
12/03/2020,Maharashtra,11,0,0,0,11
12/03/2020,Andhra Pradesh,1,0,0,0,1
13/03/2020,Delhi,6,0,0,0,6
13/03/2020,Haryana,0,14,0,0,14
13/03/2020,Kerala,19,0,3,0,19
13/03/2020,Rajasthan,1,2,0,0,3
13/03/2020,Telangana,1,0,0,0,1
13/03/2020,Uttar Pradesh,10,1,0,0,11
13/03/2020,Ladakh,3,0,0,0,3
13/03/2020,Tamil Nadu,1,0,0,0,1
13/03/2020,Jammu and Kashmir,1,0,0,0,1
13/03/2020,Punjab,1,0,0,0,1
13/03/2020,Karnataka,6,0,0,1,6
13/03/2020,Maharashtra,14,0,0,0,14
13/03/2020,Andhra Pradesh,1,0,0,0,1
14/03/2020,Delhi,7,0,1,1,7
14/03/2020,Haryana,0,14,0,0,14
14/03/2020,Kerala,19,0,3,0,19
14/03/2020,Rajasthan,1,2,1,0,3
14/03/2020,Telangana,1,0,0,0,1
14/03/2020,Uttar Pradesh,11,1,5,0,12
14/03/2020,Ladakh,3,0,0,0,3
14/03/2020,Tamil Nadu,1,0,0,0,1
14/03/2020,Jammu and Kashmir,2,0,0,0,2
14/03/2020,Punjab,1,0,0,0,1
14/03/2020,Karnataka,6,0,0,1,6
14/03/2020,Maharashtra,14,0,0,0,14
14/03/2020,Andhra Pradesh,1,0,0,0,1
15/03/2020,Andhra Pradesh,1,0,0,0,1
15/03/2020,Delhi,7,0,2,1,7
15/03/2020,Haryana,0,14,0,0,14
15/03/2020,Karnataka,6,0,0,1,6
15/03/2020,Kerala,22,0,3,0,22
15/03/2020,Maharashtra,32,0,0,0,32
15/03/2020,Punjab,1,0,0,0,1
15/03/2020,Rajasthan,2,2,3,0,4
15/03/2020,Tamil Nadu,1,0,0,0,1
15/03/2020,Telangana,3,0,1,0,3
15/03/2020,Jammu and Kashmir,2,0,0,0,2
15/03/2020,Ladakh,3,0,0,0,3
15/03/2020,Uttar Pradesh,12,1,4,0,13
15/03/2020,Uttarakhand,1,0,0,0,1
16/03/2020,Andhra Pradesh,1,0,0,0,1
16/03/2020,Delhi,7,0,2,1,7
16/03/2020,Haryana,0,14,0,0,14
16/03/2020,Karnataka,6,0,0,1,6
16/03/2020,Kerala,23,0,3,0,23
16/03/2020,Maharashtra,32,0,0,0,32
16/03/2020,Odisha,1,0,0,0,1
16/03/2020,Punjab,1,0,0,0,1
16/03/2020,Rajasthan,2,2,3,0,4
16/03/2020,Tamil Nadu,1,0,0,0,1
16/03/2020,Telangana,3,0,1,0,3
16/03/2020,Jammu and Kashmir,3,0,0,0,3
16/03/2020,Ladakh,4,0,0,0,4
16/03/2020,Uttar Pradesh,12,1,4,0,13
16/03/2020,Uttarakhand,1,0,0,0,1
17/03/2020,Andhra Pradesh,1,0,0,0,1
17/03/2020,Delhi,8,0,2,1,8
17/03/2020,Haryana,1,14,0,0,15
17/03/2020,Karnataka,11,0,0,1,11
17/03/2020,Kerala,24,2,3,0,26
17/03/2020,Maharashtra,36,3,0,1,39
17/03/2020,Odisha,1,0,0,0,1
17/03/2020,Punjab,1,0,0,0,1
17/03/2020,Rajasthan,2,2,3,0,4
17/03/2020,Tamil Nadu,1,0,0,0,1
17/03/2020,Telangana,3,2,1,0,5
17/03/2020,Jammu and Kashmir,3,0,0,0,3
17/03/2020,Ladakh,6,0,0,0,6
17/03/2020,Uttar Pradesh,14,1,5,0,15
17/03/2020,Uttarakhand,1,0,0,0,1
18/03/2020,Andhra Pradesh,1,0,0,0,1
18/03/2020,Delhi,9,1,2,1,10
18/03/2020,Haryana,3,14,0,0,17
18/03/2020,Karnataka,11,0,0,1,11
18/03/2020,Kerala,25,2,3,0,27
18/03/2020,Maharashtra,39,3,0,1,42
18/03/2020,Odisha,1,0,0,0,1
18/03/2020,Puducherry,1,0,0,0,1
18/03/2020,Punjab,1,0,0,0,1
18/03/2020,Rajasthan,2,2,3,0,4
18/03/2020,Tamil Nadu,1,0,0,0,1
18/03/2020,Telangana,4,2,1,0,6
18/03/2020,Jammu and Kashmir,3,0,0,0,3
18/03/2020,Ladakh,8,0,0,0,8
18/03/2020,Uttar Pradesh,15,1,5,0,16
18/03/2020,Uttarakhand,1,0,0,0,1
18/03/2020,West Bengal,1,0,0,0,1
19/03/2020,Andhra Pradesh,2,0,0,0,2
19/03/2020,Chhattisgarh,1,0,0,0,1
19/03/2020,Delhi,11,1,3,1,12
19/03/2020,Haryana,3,14,0,0,17
19/03/2020,Karnataka,14,0,0,1,14
19/03/2020,Kerala,25,2,3,0,27
19/03/2020,Maharashtra,44,3,0,1,47
19/03/2020,Odisha,1,0,0,0,1
19/03/2020,Puducherry,1,0,0,0,1
19/03/2020,Punjab,2,0,0,1,2
19/03/2020,Rajasthan,5,2,3,0,7
19/03/2020,Tamil Nadu,2,0,1,0,2
19/03/2020,Telangana,4,2,1,0,6
19/03/2020,Chandigarh,1,0,0,0,1
19/03/2020,Jammu and Kashmir,4,0,0,0,4
19/03/2020,Ladakh,8,0,0,0,8
19/03/2020,Uttar Pradesh,18,1,9,0,19
19/03/2020,Uttarakhand,1,0,0,0,1
19/03/2020,West Bengal,1,0,0,0,1
20/03/2020,Andhra Pradesh,3,0,0,0,3
20/03/2020,Chhattisgarh,1,0,0,0,1
20/03/2020,Delhi,16,1,5,1,17
20/03/2020,Gujarat,5,0,0,0,5
20/03/2020,Haryana,3,14,0,0,17
20/03/2020,Karnataka,15,0,1,1,15
20/03/2020,Kerala,26,2,3,0,28
20/03/2020,Maharashtra,49,3,0,1,52
20/03/2020,Odisha,2,0,0,0,2
20/03/2020,Puducherry,1,0,0,0,1
20/03/2020,Punjab,2,0,0,1,2
20/03/2020,Rajasthan,15,2,3,0,17
20/03/2020,Tamil Nadu,3,0,1,0,3
20/03/2020,Telangana,8,9,1,0,17
20/03/2020,Chandigarh,1,0,0,0,1
20/03/2020,Jammu and Kashmir,4,0,0,0,4
20/03/2020,Ladakh,10,0,0,0,10
20/03/2020,Uttar Pradesh,22,1,9,0,23
20/03/2020,Uttarakhand,3,0,0,0,3
20/03/2020,West Bengal,2,0,0,0,2
21/03/2020,Andhra Pradesh,3,0,0,0,3
21/03/2020,Chhattisgarh,1,0,0,0,1
21/03/2020,Delhi,25,1,5,1,26
21/03/2020,Gujarat,7,0,0,0,7
21/03/2020,Haryana,3,14,0,0,17
21/03/2020,Himachal Pradesh,2,0,0,0,2
21/03/2020,Karnataka,15,0,1,1,15
21/03/2020,Kerala,33,7,3,0,40
21/03/2020,Madhya Pradesh,4,0,0,0,4
21/03/2020,Maharashtra,60,3,0,1,63
21/03/2020,Odisha,2,0,0,0,2
21/03/2020,Puducherry,1,0,0,0,1
21/03/2020,Punjab,13,0,0,1,13
21/03/2020,Rajasthan,15,2,3,0,17
21/03/2020,Tamil Nadu,3,0,1,0,3
21/03/2020,Telangana,10,11,1,0,21
21/03/2020,Chandigarh,1,0,0,0,1
21/03/2020,Jammu and Kashmir,4,0,0,0,4
21/03/2020,Ladakh,13,0,0,0,13
21/03/2020,Uttar Pradesh,23,1,9,0,24
21/03/2020,Uttarakhand,3,0,0,0,3
21/03/2020,West Bengal,3,0,0,0,3
22/03/2020,Andhra Pradesh,5,0,0,0,5
22/03/2020,Bihar,2,0,0,1,2
22/03/2020,Chhattisgarh,1,0,0,0,1
22/03/2020,Delhi,28,1,5,1,29
22/03/2020,Gujarat,18,0,0,1,18
22/03/2020,Haryana,7,14,0,0,21
22/03/2020,Himachal Pradesh,2,0,0,0,2
22/03/2020,Karnataka,26,0,2,1,26
22/03/2020,Kerala,45,7,3,0,52
22/03/2020,Madhya Pradesh,4,0,0,0,4
22/03/2020,Maharashtra,64,3,0,2,67
22/03/2020,Odisha,2,0,0,0,2
22/03/2020,Puducherry,1,0,0,0,1
22/03/2020,Punjab,21,0,0,1,21
22/03/2020,Rajasthan,22,2,3,0,24
22/03/2020,Tamil Nadu,5,2,1,0,7
22/03/2020,Telangana,11,11,1,0,22
22/03/2020,Chandigarh,5,0,0,0,5
22/03/2020,Jammu and Kashmir,4,0,0,0,4
22/03/2020,Ladakh,13,0,0,0,13
22/03/2020,Uttar Pradesh,26,1,9,0,27
22/03/2020,Uttarakhand,3,0,0,0,3
22/03/2020,West Bengal,4,0,0,0,4
23/03/2020,Andhra Pradesh,7,0,0,0,7
23/03/2020,Bihar,2,0,0,1,2
23/03/2020,Chhattisgarh,1,0,0,0,1
23/03/2020,Delhi,28,1,5,1,29
23/03/2020,Gujarat,29,0,0,1,29
23/03/2020,Haryana,12,14,0,0,26
23/03/2020,Himachal Pradesh,2,0,0,0,2
23/03/2020,Karnataka,33,0,2,1,33
23/03/2020,Kerala,60,7,3,0,67
23/03/2020,Madhya Pradesh,6,0,0,0,6
23/03/2020,Maharashtra,71,3,0,2,74
23/03/2020,Odisha,2,0,0,0,2
23/03/2020,Puducherry,1,0,0,0,1
23/03/2020,Punjab,21,0,0,1,21
23/03/2020,Rajasthan,26,2,3,0,28
23/03/2020,Tamil Nadu,7,2,1,0,9
23/03/2020,Telangana,22,10,1,0,32
23/03/2020,Chandigarh,6,0,0,0,6
23/03/2020,Jammu and Kashmir,4,0,0,0,4
23/03/2020,Ladakh,13,0,0,0,13
23/03/2020,Uttar Pradesh,30,1,9,0,31
23/03/2020,Uttarakhand,3,0,0,0,3
23/03/2020,West Bengal,7,0,0,0,7
27/03/2020,Andaman and Nicobar Islands,1,1,0,0,2
28/03/2020,Andaman and Nicobar Islands,6,6,0,0,12
29/03/2020,Andaman and Nicobar Islands,9,9,0,0,18
30/03/2020,Andaman and Nicobar Islands,9,9,0,0,18
31/03/2020,Andaman and Nicobar Islands,10,10,0,0,20
01/04/2020,Andaman and Nicobar Islands,10,10,0,0,20
02/04/2020,Andaman and Nicobar Islands,10,10,0,0,20
03/04/2020,Andaman and Nicobar Islands,10,10,0,0,20
04/04/2020,Andaman and Nicobar Islands,10,10,0,0,20
05/04/2020,Andaman and Nicobar Islands,10,10,0,0,20
06/04/2020,Andaman and Nicobar Islands,10,10,0,0,20
07/04/2020,Andaman and Nicobar Islands,10,10,0,0,20
08/04/2020,Andaman and Nicobar Islands,10,10,0,0,20
09/04/2020,Andaman and Nicobar Islands,11,11,0,0,22
10/04/2020,Andaman and Nicobar Islands,11,11,0,0,22
11/04/2020,Andaman and Nicobar Islands,11,11,0,0,22
12/04/2020,Andaman and Nicobar Islands,11,1,10,0,12
13/04/2020,Andaman and Nicobar Islands,11,1,10,0,12
14/04/2020,Andaman and Nicobar Islands,11,1,10,0,12
15/04/2020,Andaman and Nicobar Islands,11,1,10,0,12
16/04/2020,Andaman and Nicobar Islands,11,1,10,0,12
17/04/2020,Andaman and Nicobar Islands,11,1,10,0,12
18/04/2020,Andaman and Nicobar Islands,12,1,11,0,13
19/04/2020,Andaman and Nicobar Islands,14,3,11,0,17
20/04/2020,Andaman and Nicobar Islands,15,4,11,0,19
21/04/2020,Andaman and Nicobar Islands,16,5,11,0,21
22/04/2020,Andaman and Nicobar Islands,16,5,11,0,21
23/04/2020,Andaman and Nicobar Islands,18,7,11,0,25
24/04/2020,Andaman and Nicobar Islands,22,11,11,0,33
25/04/2020,Andaman and Nicobar Islands,27,16,11,0,43
26/04/2020,Andaman and Nicobar Islands,33,22,11,0,55
27/04/2020,Andaman and Nicobar Islands,33,22,11,0,55
28/04/2020,Andaman and Nicobar Islands,33,22,11,0,55
29/04/2020,Andaman and Nicobar Islands,33,18,15,0,51
30/04/2020,Andaman and Nicobar Islands,33,18,15,0,51
01/05/2020,Andaman and Nicobar Islands,33,17,16,0,50
02/05/2020,Andaman and Nicobar Islands,33,17,16,0,50
03/05/2020,Andaman and Nicobar Islands,33,17,16,0,50
04/05/2020,Andaman and Nicobar Islands,33,1,32,0,34
05/05/2020,Andaman and Nicobar Islands,33,1,32,0,34
06/05/2020,Andaman and Nicobar Islands,33,1,32,0,34
07/05/2020,Andaman and Nicobar Islands,33,1,32,0,34
08/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
09/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
10/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
11/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
12/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
13/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
14/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
15/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
16/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
17/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
18/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
19/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
20/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
21/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
22/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
23/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
24/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
25/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
26/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
27/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
28/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
29/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
30/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
31/05/2020,Andaman and Nicobar Islands,33,0,33,0,33
01/06/2020,Andaman and Nicobar Islands,33,0,33,0,33
02/06/2020,Andaman and Nicobar Islands,33,0,33,0,33
03/06/2020,Andaman and Nicobar Islands,33,0,33,0,33
04/06/2020,Andaman and Nicobar Islands,33,0,33,0,33
05/06/2020,Andaman and Nicobar Islands,33,0,33,0,33
06/06/2020,Andaman and Nicobar Islands,33,0,33,0,33
07/06/2020,Andaman and Nicobar Islands,33,0,33,0,33
08/06/2020,Andaman and Nicobar Islands,33,0,33,0,33
09/06/2020,Andaman and Nicobar Islands,33,0,33,0,33
10/06/2020,Andaman and Nicobar Islands,33,0,33,0,33
11/06/2020,Andaman and Nicobar Islands,34,1,33,0,35
12/06/2020,Andaman and Nicobar Islands,38,5,33,0,43
13/06/2020,Andaman and Nicobar Islands,38,5,33,0,43
14/06/2020,Andaman and Nicobar Islands,38,5,33,0,43
15/06/2020,Andaman and Nicobar Islands,38,5,33,0,43
16/06/2020,Andaman and Nicobar Islands,41,8,33,0,49
17/06/2020,Andaman and Nicobar Islands,44,11,33,0,55
18/06/2020,Andaman and Nicobar Islands,44,11,33,0,55
19/06/2020,Andaman and Nicobar Islands,44,11,33,0,55
20/06/2020,Andaman and Nicobar Islands,45,10,35,0,55
21/06/2020,Andaman and Nicobar Islands,47,11,36,0,58
22/06/2020,Andaman and Nicobar Islands,48,11,37,0,59
23/06/2020,Andaman and Nicobar Islands,48,11,37,0,59
24/06/2020,Andaman and Nicobar Islands,50,10,40,0,60
25/06/2020,Andaman and Nicobar Islands,56,13,43,0,69
26/06/2020,Andaman and Nicobar Islands,59,16,43,0,75
27/06/2020,Andaman and Nicobar Islands,72,29,43,0,101
28/06/2020,Andaman and Nicobar Islands,72,29,43,0,101
29/06/2020,Andaman and Nicobar Islands,76,31,45,0,107
30/06/2020,Andaman and Nicobar Islands,90,44,46,0,134
24/03/2020,Andhra Pradesh,7,7,0,0,14
25/03/2020,Andhra Pradesh,8,8,0,0,16
26/03/2020,Andhra Pradesh,11,10,1,0,21
27/03/2020,Andhra Pradesh,12,11,1,0,23
28/03/2020,Andhra Pradesh,14,13,1,0,27
29/03/2020,Andhra Pradesh,14,13,1,0,27
30/03/2020,Andhra Pradesh,19,18,1,0,37
31/03/2020,Andhra Pradesh,40,39,1,0,79
01/04/2020,Andhra Pradesh,83,82,1,0,165
02/04/2020,Andhra Pradesh,86,84,1,1,170
03/04/2020,Andhra Pradesh,132,130,1,1,262
04/04/2020,Andhra Pradesh,161,159,1,1,320
05/04/2020,Andhra Pradesh,161,159,1,1,320
06/04/2020,Andhra Pradesh,226,222,1,3,448
07/04/2020,Andhra Pradesh,266,262,1,3,528
08/04/2020,Andhra Pradesh,305,300,1,4,605
09/04/2020,Andhra Pradesh,348,338,6,4,686
10/04/2020,Andhra Pradesh,348,338,6,4,686
11/04/2020,Andhra Pradesh,363,350,7,6,713
12/04/2020,Andhra Pradesh,381,364,11,6,745
13/04/2020,Andhra Pradesh,427,409,11,7,836
14/04/2020,Andhra Pradesh,432,414,11,7,846
15/04/2020,Andhra Pradesh,483,458,16,9,941
16/04/2020,Andhra Pradesh,525,491,20,14,1016
17/04/2020,Andhra Pradesh,534,500,20,14,1034
18/04/2020,Andhra Pradesh,572,522,36,14,1094
19/04/2020,Andhra Pradesh,603,546,42,15,1149
20/04/2020,Andhra Pradesh,646,589,42,15,1235
21/04/2020,Andhra Pradesh,722,610,92,20,1332
22/04/2020,Andhra Pradesh,757,639,96,22,1396
23/04/2020,Andhra Pradesh,813,669,120,24,1482
24/04/2020,Andhra Pradesh,895,727,141,27,1622
25/04/2020,Andhra Pradesh,955,781,145,29,1736
26/04/2020,Andhra Pradesh,1061,859,171,31,1920
27/04/2020,Andhra Pradesh,1097,835,231,31,1932
28/04/2020,Andhra Pradesh,1183,917,235,31,2100
29/04/2020,Andhra Pradesh,1259,970,258,31,2229
30/04/2020,Andhra Pradesh,1332,1014,287,31,2346
01/05/2020,Andhra Pradesh,1403,1051,321,31,2454
02/05/2020,Andhra Pradesh,1463,1027,403,33,2490
03/05/2020,Andhra Pradesh,1525,1051,441,33,2576
04/05/2020,Andhra Pradesh,1583,1062,488,33,2645
05/05/2020,Andhra Pradesh,1650,1090,524,36,2740
06/05/2020,Andhra Pradesh,1717,1092,589,36,2809
07/05/2020,Andhra Pradesh,1777,1012,729,36,2789
08/05/2020,Andhra Pradesh,1847,1029,780,38,2876
09/05/2020,Andhra Pradesh,1887,1004,842,41,2891
10/05/2020,Andhra Pradesh,1930,999,887,44,2929
11/05/2020,Andhra Pradesh,1980,1010,925,45,2990
12/05/2020,Andhra Pradesh,2018,998,975,45,3016
13/05/2020,Andhra Pradesh,2090,988,1056,46,3078
14/05/2020,Andhra Pradesh,2137,948,1142,47,3085
15/05/2020,Andhra Pradesh,2205,965,1192,48,3170
16/05/2020,Andhra Pradesh,2307,1007,1252,48,3314
17/05/2020,Andhra Pradesh,2355,953,1353,49,3308
18/05/2020,Andhra Pradesh,2407,901,1456,50,3308
19/05/2020,Andhra Pradesh,2474,872,1552,50,3346
20/05/2020,Andhra Pradesh,2532,859,1621,52,3391
21/05/2020,Andhra Pradesh,2602,909,1640,53,3511
22/05/2020,Andhra Pradesh,2647,885,1709,53,3532
23/05/2020,Andhra Pradesh,2709,891,1763,55,3600
24/05/2020,Andhra Pradesh,2757,892,1809,56,3649
25/05/2020,Andhra Pradesh,2823,911,1856,56,3734
26/05/2020,Andhra Pradesh,3110,1158,1896,56,4268
27/05/2020,Andhra Pradesh,3171,1105,2009,57,4276
28/05/2020,Andhra Pradesh,3171,1056,2057,58,4227
29/05/2020,Andhra Pradesh,3251,1067,2125,59,4318
30/05/2020,Andhra Pradesh,3436,1150,2226,60,4586
31/05/2020,Andhra Pradesh,3569,1220,2289,60,4789
01/06/2020,Andhra Pradesh,3679,1268,2349,62,4947
02/06/2020,Andhra Pradesh,3783,1341,2378,64,5124
03/06/2020,Andhra Pradesh,3898,1413,2421,64,5311
04/06/2020,Andhra Pradesh,4080,1546,2466,68,5626
05/06/2020,Andhra Pradesh,4223,1613,2539,71,5836
06/06/2020,Andhra Pradesh,4303,1654,2576,73,5957
07/06/2020,Andhra Pradesh,4510,1817,2620,73,6327
08/06/2020,Andhra Pradesh,4708,1951,2682,75,6659
09/06/2020,Andhra Pradesh,4851,2031,2745,75,6882
10/06/2020,Andhra Pradesh,5070,2191,2802,77,7261
11/06/2020,Andhra Pradesh,5269,2292,2899,78,7561
12/06/2020,Andhra Pradesh,5429,2301,3048,80,7730
13/06/2020,Andhra Pradesh,5680,2495,3105,80,8175
14/06/2020,Andhra Pradesh,5965,2688,3195,82,8653
15/06/2020,Andhra Pradesh,6163,2765,3314,84,8928
16/06/2020,Andhra Pradesh,6456,3052,3316,88,9508
17/06/2020,Andhra Pradesh,6841,3244,3509,88,10085
18/06/2020,Andhra Pradesh,7071,3340,3641,90,10411
19/06/2020,Andhra Pradesh,7518,3637,3789,92,11155
20/06/2020,Andhra Pradesh,7961,3948,3917,96,11909
21/06/2020,Andhra Pradesh,8452,4240,4111,101,12692
22/06/2020,Andhra Pradesh,8999,4562,4331,106,13561
23/06/2020,Andhra Pradesh,9372,4766,4495,111,14138
24/06/2020,Andhra Pradesh,10002,5284,4599,119,15286
25/06/2020,Andhra Pradesh,10331,5428,4779,124,15759
26/06/2020,Andhra Pradesh,10884,5760,4988,136,16644
27/06/2020,Andhra Pradesh,11489,6145,5196,148,17634
28/06/2020,Andhra Pradesh,12285,6648,5480,157,18933
29/06/2020,Andhra Pradesh,13241,7164,5908,169,20405
30/06/2020,Andhra Pradesh,13891,7479,6232,180,21370
03/04/2020,Arunachal Pradesh,1,1,0,0,2
04/04/2020,Arunachal Pradesh,1,1,0,0,2
05/04/2020,Arunachal Pradesh,1,1,0,0,2
06/04/2020,Arunachal Pradesh,1,1,0,0,2
07/04/2020,Arunachal Pradesh,1,1,0,0,2
08/04/2020,Arunachal Pradesh,1,1,0,0,2
09/04/2020,Arunachal Pradesh,1,1,0,0,2
10/04/2020,Arunachal Pradesh,1,1,0,0,2
11/04/2020,Arunachal Pradesh,1,1,0,0,2
12/04/2020,Arunachal Pradesh,1,1,0,0,2
13/04/2020,Arunachal Pradesh,1,1,0,0,2
14/04/2020,Arunachal Pradesh,1,1,0,0,2
15/04/2020,Arunachal Pradesh,1,1,0,0,2
16/04/2020,Arunachal Pradesh,1,1,0,0,2
17/04/2020,Arunachal Pradesh,1,1,0,0,2
18/04/2020,Arunachal Pradesh,1,1,0,0,2
19/04/2020,Arunachal Pradesh,1,1,0,0,2
20/04/2020,Arunachal Pradesh,1,1,0,0,2
21/04/2020,Arunachal Pradesh,1,1,0,0,2
22/04/2020,Arunachal Pradesh,1,0,1,0,1
23/04/2020,Arunachal Pradesh,1,0,1,0,1
